Soil_Type,Crop_Type,Rainfall_mm,Temperature_C,Soil_pH,Fertilizer_kg_per_ha,Pesticide_kg_per_ha,Sunlight_Hours_per_day,Farm_Size_ha,Irrigation,Crop_Yield_tonnes_per_ha
Clay,Wheat,811.2,26.5,5.5,152.5,8.76,7.8,2.45,Yes,7.72
Loamy,Soybean,1574.1,25.3,6.8,71.9,4.61,4.6,5.44,No,6.95
Clay,Soybean,1016.9,18.3,6.25,133.7,5.81,6.7,10.87,No,7.14
Loamy,Rice,1118.7,30.4,7.17,231.2,3.49,7.9,2.37,No,9.88
Silty,Maize,400.9,25.9,5.18,266.7,2.6,7.5,9.5,No,9.68
Silty,Barley,1197.0,25.3,6.8,252.2,4.07,4.9,1.15,Yes,8.08
Loamy,Maize,1081.5,18.8,6.53,305.8,,6.9,6.01,Yes,11.58
Silty,Barley,975.7,27.3,5.76,217.8,6.45,8.3,4.41,Yes,8.2
Sandy,Soybean,973.6,31.2,7.2,124.4,6.1,9.5,1.04,Yes,7.35
Sandy,Soybean,1006.8,22.8,6.79,130.0,5.15,6.2,15.14,No,6.69
Silty,Soybean,,31.3,6.58,185.4,0.43,6.0,1.78,No,7.01
Sandy,Soybean,1072.6,23.5,6.44,203.3,5.11,4.5,1.0,Yes,8.04
Clay,Wheat,,22.9,5.24,109.5,6.64,8.3,9.8,Yes,8.39
Silty,Cotton,655.2,34.8,6.24,271.4,8.96,7.9,2.47,Yes,5.5
Sandy,Barley,1260.7,21.7,6.21,203.2,,5.3,3.92,Yes,8.0
Peaty,Cotton,1356.1,30.2,7.03,103.9,8.49,7.9,0.88,No,6.27
Sandy,Wheat,846.0,28.0,7.85,152.1,10.61,5.9,1.29,No,6.83
Clay,Rice,1064.0,26.9,6.01,205.7,4.16,7.6,3.82,No,9.04
Sandy,Soybean,633.7,24.1,7.35,173.6,4.13,7.9,1.85,Yes,8.15
Sandy,Cotton,951.9,28.6,5.81,166.7,2.93,,3.04,No,6.41
Loamy,Wheat,1310.2,20.7,6.96,219.4,4.81,9.4,2.62,Yes,9.85
Clay,Wheat,1346.5,19.5,7.27,160.4,5.59,4.1,7.02,Yes,7.73
Silty,Cotton,512.2,21.7,6.23,181.6,1.61,10.0,7.46,Yes,7.63
Peaty,Barley,1063.2,27.1,6.43,,5.28,6.3,,No,7.2
,Wheat,544.9,29.3,5.88,189.8,2.32,5.8,3.46,Yes,7.87
Peaty,Soybean,1008.2,29.2,7.52,172.0,,7.2,11.06,Yes,7.62
Silty,Wheat,919.4,,5.67,131.4,9.73,6.9,3.64,Yes,8.54
Sandy,Cotton,1251.0,,6.53,174.7,6.34,4.9,7.2,No,5.76
Silty,Rice,1033.5,22.6,5.45,21.8,7.1,9.2,3.96,Yes,9.11
Loamy,Maize,1089.0,27.8,6.91,82.7,4.58,8.2,10.22,Yes,12.09
Clay,Soybean,638.6,28.5,7.74,187.3,5.15,9.1,2.03,Yes,7.02
Sandy,Maize,985.9,19.3,5.52,176.2,8.03,6.1,3.51,No,9.56
Peaty,Rice,1103.3,23.8,7.61,188.5,5.33,8.9,0.86,No,9.35
Clay,Soybean,806.8,22.0,6.6,106.6,4.24,6.9,,Yes,8.32
Sandy,Cotton,953.7,31.9,7.33,151.6,,6.4,2.85,No,5.85
Clay,Maize,878.4,24.5,7.43,158.3,4.09,6.4,,Yes,10.8
Peaty,Maize,764.2,18.5,6.43,165.6,5.0,4.4,2.37,Yes,11.06
Clay,Wheat,966.1,27.6,4.69,126.9,8.64,5.6,4.76,,5.87
Sandy,Soybean,606.6,26.9,7.18,205.4,2.62,9.6,3.36,Yes,7.51
Sandy,Barley,,39.8,6.97,149.6,3.21,6.7,1.96,No,5.09
Sandy,Wheat,817.6,14.1,6.85,54.0,9.84,11.0,,No,6.01
Silty,Soybean,267.1,28.3,6.05,100.7,6.2,8.2,3.57,Yes,6.68
Sandy,Cotton,1023.6,24.4,6.74,99.7,6.82,6.6,11.01,No,6.06
Loamy,Cotton,,16.8,5.73,91.0,0.54,7.1,2.87,Yes,7.09
Clay,Barley,652.6,19.4,7.52,110.0,2.35,7.5,3.17,No,7.63
Clay,Rice,580.2,17.0,6.0,177.4,6.49,5.9,10.5,Yes,9.26
Sandy,Wheat,480.2,22.2,8.08,200.4,3.63,6.8,1.78,No,6.59
Silty,Maize,1105.2,24.9,5.12,112.6,6.03,6.2,1.87,No,9.94
Sandy,Maize,904.2,23.5,6.57,182.2,1.25,4.8,0.76,Yes,10.11
Peaty,Soybean,1079.4,25.7,6.77,129.9,4.18,6.8,5.35,Yes,8.61
Loamy,Rice,,20.0,6.47,144.8,5.61,9.0,2.65,Yes,9.71
Peaty,Cotton,1256.4,18.5,6.34,209.2,0.0,10.3,1.96,Yes,7.35
Silty,Cotton,669.4,24.0,7.17,48.4,8.94,8.4,7.37,No,6.15
Silty,Maize,1101.5,29.0,5.69,181.2,,8.7,6.65,Yes,10.89
Silty,Rice,708.7,23.3,4.48,234.5,2.79,6.4,5.14,Yes,8.73
Silty,Soybean,1377.3,25.2,6.74,261.7,9.48,5.1,1.62,No,7.72
Sandy,Maize,993.9,23.9,6.71,155.8,,6.3,3.99,Yes,10.38
,Cotton,884.8,24.9,5.87,161.0,2.38,6.1,0.4,Yes,6.43
Loamy,Barley,882.1,24.3,6.72,214.8,0.66,8.1,0.48,No,7.52
Clay,Rice,698.6,26.8,5.67,158.6,0.74,6.2,1.93,No,8.32
Sandy,Cotton,837.1,36.6,6.8,197.3,4.94,4.8,2.42,No,4.87
Sandy,Barley,1066.0,23.3,7.09,174.8,7.03,5.8,2.4,Yes,8.31
Sandy,Soybean,216.6,21.3,7.19,183.4,3.53,9.5,1.28,Yes,6.88
,Soybean,1271.2,22.0,7.24,176.0,6.48,5.5,12.94,Yes,7.91
Silty,Cotton,891.9,23.6,5.96,202.8,4.76,6.3,3.87,Yes,6.91
Sandy,Rice,997.6,21.9,6.52,73.8,6.43,7.2,7.58,No,9.13
Loamy,Cotton,1229.2,20.2,5.88,,9.93,8.3,3.53,No,7.06
Sandy,Rice,757.3,18.7,6.39,45.8,6.68,6.5,4.73,Yes,8.55
Clay,Barley,892.8,14.6,6.33,165.3,4.63,5.2,3.81,Yes,8.36
Sandy,Soybean,1113.2,31.3,6.9,112.3,0.48,8.9,5.51,No,6.34
Sandy,Cotton,1266.6,24.3,5.92,33.2,2.2,7.4,,No,5.96
Clay,Barley,1168.7,27.7,6.5,49.7,8.03,7.2,5.39,No,7.4
Sandy,Rice,891.9,16.8,6.47,141.4,7.1,6.3,5.87,Yes,8.74
Loamy,Soybean,809.2,25.2,5.79,124.3,8.0,7.2,11.48,Yes,8.51
Clay,Wheat,1172.1,23.4,5.9,220.4,6.95,8.2,2.97,Yes,9.22
Clay,Maize,1195.1,30.8,6.28,203.0,4.59,7.3,2.05,No,8.92
Peaty,Wheat,696.1,23.2,7.03,124.6,3.67,6.9,1.5,No,8.11
Silty,Cotton,1089.8,29.5,6.42,94.9,3.99,5.8,3.32,,6.81
Silty,Barley,887.3,15.8,,175.4,2.94,9.8,6.12,Yes,8.33
Clay,Maize,698.0,31.7,5.39,133.0,2.29,6.1,2.32,Yes,9.93
Clay,Barley,535.4,22.3,6.39,147.4,2.82,7.1,2.24,No,7.94
Clay,Barley,1061.5,33.1,,190.6,5.01,7.7,,Yes,7.62
Clay,Rice,724.5,26.8,4.97,135.5,6.54,9.6,5.72,No,8.67
Clay,Wheat,901.3,14.5,7.55,147.6,6.49,4.4,7.33,Yes,8.05
Peaty,Wheat,912.1,23.5,6.85,161.2,5.99,8.1,3.58,Yes,8.23
Clay,Barley,1112.3,25.6,5.41,191.0,5.74,8.7,4.67,Yes,8.33
Peaty,Rice,945.0,26.3,6.53,176.9,0.3,9.0,2.66,No,9.66
Silty,Soybean,1398.2,33.9,5.8,55.9,8.09,10.3,5.46,No,6.2
Silty,Soybean,691.1,23.5,6.81,318.0,6.37,10.8,8.24,No,7.09
Sandy,Wheat,882.5,19.3,6.64,205.4,5.11,7.9,3.87,Yes,8.22
Silty,Rice,1216.7,19.4,6.26,128.7,5.65,6.4,2.35,Yes,9.69
Loamy,Cotton,915.1,20.3,6.65,194.5,,7.6,8.57,No,7.97
Clay,Maize,604.2,22.7,6.2,165.2,2.88,7.1,1.51,Yes,10.86
Clay,Soybean,,25.3,6.82,192.0,0.0,7.5,3.71,Yes,8.5
Silty,Barley,987.9,26.7,6.03,208.4,7.41,7.0,8.36,No,7.54
Silty,Barley,759.7,23.6,6.75,212.3,5.49,8.0,6.94,Yes,8.77
Peaty,Cotton,970.5,,6.89,229.9,6.1,8.5,0.51,Yes,6.33
Clay,Rice,848.8,23.6,8.08,180.6,4.76,8.8,1.38,Yes,8.91
Silty,Wheat,1001.8,28.0,6.89,194.5,4.37,8.5,2.56,Yes,8.21
Sandy,Soybean,960.2,20.7,5.07,36.0,6.4,6.9,1.53,Yes,6.94
Loamy,Soybean,946.4,18.8,6.6,147.6,3.06,8.3,0.92,No,8.85
Sandy,Barley,687.8,24.5,,172.8,6.73,7.0,2.81,No,5.85
Sandy,Maize,1385.5,21.2,6.85,105.9,6.18,9.2,6.11,Yes,10.5
Loamy,Cotton,491.3,21.7,6.46,175.6,5.58,5.9,3.23,Yes,7.67
Loamy,Wheat,591.2,30.6,6.07,90.6,7.25,5.7,2.36,Yes,8.58
Silty,Barley,855.3,19.2,6.15,180.0,7.87,4.8,3.51,No,7.3
Loamy,Cotton,,29.6,6.8,,6.13,6.3,1.71,Yes,7.83
Peaty,Cotton,936.7,24.8,6.29,,2.83,7.3,1.78,,6.97
Silty,Barley,1392.7,20.6,7.36,132.9,11.05,7.9,2.34,No,7.44
Peaty,Wheat,623.4,19.3,5.95,71.7,4.94,10.4,0.85,No,7.56
Clay,Barley,1028.3,29.0,6.69,114.8,2.84,10.3,4.58,No,7.41
Silty,Cotton,958.8,25.0,6.09,188.9,3.28,4.9,13.5,No,6.43
Loamy,Barley,1108.0,25.5,6.45,84.2,3.87,6.9,4.72,Yes,8.54
Sandy,Rice,899.8,28.1,6.7,60.2,3.36,6.4,3.17,No,8.37
Loamy,Wheat,1015.4,,6.86,169.9,5.18,8.8,2.59,No,8.35
Silty,Cotton,961.2,,4.71,256.8,10.6,8.8,8.56,No,5.25
Silty,Maize,1010.5,30.5,5.76,85.6,3.51,6.1,29.22,Yes,10.72
Loamy,Maize,796.1,28.4,7.13,99.7,9.21,7.1,25.42,Yes,11.23
Peaty,Wheat,1120.2,21.9,6.49,193.0,4.81,8.9,,Yes,8.02
Silty,Cotton,835.0,34.7,7.18,,3.53,6.8,0.42,No,5.57
,Soybean,1256.4,22.9,6.16,144.0,2.24,9.5,3.17,Yes,9.23
Sandy,Maize,1125.0,28.3,6.15,135.9,9.12,7.3,1.73,No,10.31
Silty,Barley,786.6,18.7,6.43,103.1,2.06,8.4,4.5,Yes,7.76
Silty,Rice,813.1,24.9,6.74,178.3,4.01,8.2,7.24,No,8.96
Loamy,Barley,1166.9,21.3,6.06,89.3,4.91,6.4,12.74,No,8.2
Peaty,Maize,1278.0,21.1,6.95,208.0,4.76,7.5,1.59,Yes,11.73
Loamy,Rice,1438.6,27.9,6.47,197.8,2.03,5.9,3.07,Yes,9.5
Loamy,Rice,1115.0,19.7,5.15,28.6,4.06,7.4,4.34,No,8.31
,Maize,828.2,28.0,7.63,216.6,3.07,7.3,6.11,Yes,10.16
Clay,Barley,774.7,18.4,7.46,229.3,6.44,9.1,3.02,No,7.23
Clay,Barley,746.4,19.1,8.44,81.9,5.95,7.8,4.13,No,5.44
Sandy,Wheat,982.1,,7.18,,4.78,7.9,0.64,Yes,7.97
Clay,Maize,1015.5,18.7,6.5,204.3,4.25,7.0,15.86,No,9.29
Peaty,Wheat,1155.7,23.9,6.85,238.1,3.57,6.5,2.78,Yes,8.92
Silty,Maize,1354.0,26.3,4.81,207.8,2.96,8.1,7.26,Yes,11.04
Clay,Rice,994.2,28.5,7.61,178.8,1.91,7.3,4.72,Yes,8.89
Peaty,Maize,894.4,30.3,7.8,160.8,3.4,8.0,0.7,No,9.36
Clay,Soybean,1009.4,19.2,6.41,171.4,2.53,10.4,2.8,Yes,8.28
Sandy,Wheat,259.8,26.7,5.33,173.2,4.79,5.8,1.85,Yes,6.85
Loamy,Wheat,864.2,28.8,5.84,8.7,2.86,7.6,0.92,Yes,7.8
Clay,Cotton,643.1,21.0,7.42,,7.39,7.0,6.48,No,6.35
Peaty,Soybean,1193.7,20.7,7.2,91.7,1.8,8.2,6.11,No,7.61
Peaty,Cotton,1011.0,21.6,8.41,55.7,10.15,6.6,5.24,Yes,6.24
Silty,Rice,1064.3,27.1,6.7,134.6,5.7,5.3,4.12,Yes,9.8
Loamy,Rice,1031.2,20.5,8.08,144.8,0.64,6.8,1.15,No,8.83
Sandy,Soybean,1107.2,28.6,5.76,140.4,7.4,6.4,,No,6.88
Sandy,Wheat,672.1,26.5,5.46,181.4,4.65,6.7,7.33,Yes,7.71
Sandy,Maize,1067.7,14.6,6.66,135.4,8.27,10.5,9.08,Yes,10.88
Silty,Wheat,936.9,21.6,8.08,60.5,2.29,,9.84,No,7.17
Silty,Rice,750.3,30.7,7.51,117.4,5.18,7.9,1.2,Yes,9.77
Loamy,Soybean,1237.0,23.7,7.68,136.7,5.2,9.5,11.05,Yes,8.25
Loamy,Barley,,18.4,5.73,115.0,1.02,6.0,2.76,Yes,8.16
Loamy,Rice,858.0,25.1,6.33,236.6,4.42,6.4,4.1,Yes,10.55
Peaty,Maize,787.8,34.3,5.94,168.6,6.79,6.5,17.38,No,9.72
Clay,Soybean,811.2,22.4,6.78,52.6,5.91,6.2,2.0,Yes,7.63
,Wheat,906.3,18.5,6.05,110.9,6.0,7.7,5.12,Yes,9.55
Sandy,Barley,1105.7,26.2,6.96,165.3,8.23,7.3,2.6,Yes,7.76
Loamy,Maize,1153.8,30.0,6.28,,3.48,8.5,1.12,No,11.14
Peaty,Cotton,683.0,20.9,8.42,167.8,3.99,7.6,,No,5.68
Silty,Soybean,578.4,17.5,7.21,72.4,1.85,8.1,2.19,No,6.03
Loamy,Rice,960.9,15.2,6.96,196.9,6.07,6.2,3.9,No,9.45
Silty,Maize,1196.7,25.6,7.66,134.8,3.45,8.2,1.52,Yes,11.7
Sandy,Soybean,848.0,25.5,5.98,67.4,6.82,8.3,5.99,No,6.5
Loamy,Wheat,1013.2,23.4,6.41,115.0,6.39,5.8,7.66,Yes,8.48
Silty,Cotton,873.0,24.5,6.35,132.7,4.16,8.0,2.42,Yes,7.52
Clay,Barley,744.8,22.7,6.41,131.9,2.17,10.9,6.85,Yes,8.65
Clay,Maize,783.3,,7.04,256.3,6.94,10.6,3.43,No,10.38
Peaty,Wheat,732.5,,6.17,166.9,7.72,8.2,3.07,Yes,7.96
Sandy,Maize,1164.1,23.4,6.08,257.6,0.26,4.9,3.58,Yes,11.1
Silty,Soybean,813.5,32.2,6.93,174.8,3.85,5.4,3.08,Yes,7.58
Silty,Soybean,697.7,19.2,6.43,136.9,7.02,6.9,1.52,Yes,7.35
Sandy,Maize,1100.7,30.8,6.67,,7.71,5.3,2.8,Yes,9.35
Loamy,Maize,1103.0,21.6,5.51,214.5,3.31,8.9,4.96,No,10.87
Loamy,Wheat,1645.3,31.1,5.94,132.1,2.98,9.5,4.6,No,7.71
Sandy,Rice,1246.8,26.9,6.39,240.6,5.65,8.3,2.22,No,9.1
Loamy,Cotton,791.6,13.8,6.59,271.1,7.05,8.2,0.9,No,6.35
Clay,Maize,755.4,24.1,7.13,224.5,4.66,9.7,8.82,No,10.56
,Rice,700.9,17.4,7.1,147.5,6.28,7.3,1.6,Yes,8.81
Loamy,Soybean,907.5,21.5,7.02,252.7,7.74,9.4,7.78,Yes,7.41
Peaty,Cotton,966.9,21.8,6.6,134.1,6.17,9.7,7.76,No,7.49
Clay,Wheat,888.1,22.5,7.54,148.0,3.85,5.1,1.9,Yes,8.54
Silty,Soybean,1078.8,22.3,7.11,252.8,9.81,9.7,3.88,Yes,8.5
Silty,Maize,648.5,15.0,5.28,181.1,6.55,7.7,4.94,Yes,9.89
Sandy,Cotton,1009.7,20.6,7.11,107.3,2.78,5.7,,No,6.31
Sandy,Wheat,664.4,20.8,5.9,231.6,5.0,9.3,1.34,No,7.43
Clay,Rice,977.3,32.6,5.02,149.2,3.37,8.5,3.75,Yes,8.4
Sandy,Cotton,893.4,22.8,5.27,198.7,3.25,6.2,0.45,No,5.5
Loamy,Maize,896.3,21.0,5.88,159.6,3.76,5.1,1.1,No,10.9
Loamy,Cotton,730.0,27.7,8.54,183.2,5.33,8.4,3.05,No,6.23
Clay,Soybean,1131.2,28.8,7.71,196.7,5.18,6.9,,No,7.2
Silty,Barley,1165.0,26.9,5.7,169.4,4.08,6.9,0.97,Yes,7.63
Peaty,Maize,724.4,17.3,6.79,229.8,9.14,5.8,43.06,Yes,10.79
Loamy,Barley,779.8,23.6,7.02,204.2,3.93,5.9,5.7,Yes,9.02
Sandy,Soybean,647.9,28.0,6.39,90.8,7.81,7.5,2.22,Yes,6.85
,Maize,931.6,26.3,6.94,51.7,5.51,8.9,1.52,Yes,10.23
Loamy,Barley,999.7,24.7,5.39,82.5,6.57,9.0,2.47,No,7.94
Loamy,Rice,864.4,22.4,6.06,157.8,4.93,6.2,2.92,Yes,9.24
Loamy,Barley,767.8,20.3,4.81,243.0,3.69,7.7,3.45,Yes,8.08
Peaty,Wheat,509.5,20.7,5.96,128.2,5.1,5.1,5.19,No,7.46
Silty,Wheat,771.7,21.6,6.32,120.4,5.55,7.6,16.85,Yes,8.82
,Maize,659.5,21.1,6.1,109.3,1.7,7.6,5.69,No,10.03
Silty,Soybean,1422.6,24.6,5.33,170.8,5.01,8.4,2.14,No,6.19
Clay,Rice,1243.7,23.7,5.76,172.6,,9.6,6.75,No,8.58
Clay,Wheat,1526.0,21.2,7.08,113.7,4.53,8.7,4.15,Yes,7.27
Loamy,Soybean,1021.4,28.4,7.02,128.9,4.75,6.5,8.77,Yes,8.63
Peaty,Rice,1020.7,17.2,6.06,137.5,5.18,9.8,13.25,Yes,9.73
Silty,Rice,1178.8,19.5,6.09,224.6,7.7,6.5,2.66,No,8.39
Sandy,Cotton,960.3,23.9,6.64,85.8,2.76,7.7,0.97,No,6.66
Sandy,Barley,636.7,19.7,5.65,215.6,5.08,9.6,5.56,Yes,7.88
Loamy,Rice,362.4,24.4,6.11,65.9,2.95,,9.15,No,9.21
Silty,Maize,931.7,23.3,7.92,133.6,2.89,8.9,2.6,Yes,10.36
Sandy,Wheat,792.1,27.6,6.73,213.2,3.12,8.8,2.27,Yes,7.75
Sandy,Cotton,653.5,34.7,6.85,278.0,5.68,9.5,2.57,No,5.19
Sandy,Barley,813.7,25.9,5.34,120.2,0.9,10.8,5.62,No,7.25
Loamy,Rice,775.1,29.8,6.55,116.1,4.16,8.9,1.56,Yes,10.19
Clay,Barley,917.8,15.2,6.63,239.5,4.82,8.4,3.57,No,7.1
Peaty,Barley,1063.9,19.9,6.4,,8.71,7.6,1.45,No,7.8
Clay,Maize,1136.4,26.3,7.54,,0.0,7.1,9.5,Yes,11.04
Clay,Rice,1347.5,,6.19,25.6,6.8,6.5,3.46,Yes,7.42
Peaty,Maize,798.1,16.6,5.58,201.3,9.41,6.9,1.9,Yes,10.84
Sandy,Maize,703.9,20.4,6.85,204.2,4.22,7.5,,No,9.93
Loamy,Barley,568.2,24.5,5.52,116.5,0.96,8.6,0.63,Yes,8.44
Peaty,Cotton,1189.7,20.1,5.37,130.9,4.97,8.9,4.23,Yes,7.55
,Maize,575.2,24.9,7.47,199.7,10.22,4.9,0.94,No,9.05
Silty,Barley,1050.5,21.7,,154.7,3.24,8.7,10.15,,8.36
Silty,Wheat,1150.8,25.7,6.85,158.4,0.81,6.3,0.85,Yes,8.85
Clay,Wheat,834.1,19.7,6.04,135.9,6.62,5.4,1.12,No,7.4
Peaty,Wheat,998.4,21.2,7.02,150.3,7.66,6.1,2.43,No,8.37
Silty,Cotton,878.5,23.1,5.52,122.2,2.97,8.9,2.35,No,6.67
Sandy,Rice,968.7,25.3,5.39,59.3,4.04,8.3,1.85,Yes,8.75
Silty,Maize,1004.0,33.5,6.06,251.4,4.96,7.1,5.45,Yes,10.6
Silty,Rice,689.8,21.1,5.82,156.1,2.32,10.0,5.85,Yes,9.49
Sandy,Barley,1053.7,23.1,5.39,147.5,4.15,6.6,1.43,No,7.24
Silty,Soybean,1044.9,30.2,6.35,82.8,8.41,8.6,,Yes,7.87
Loamy,Wheat,801.5,14.7,6.97,111.7,3.86,8.3,4.85,,7.62
Sandy,Wheat,878.4,22.4,,217.2,8.61,8.4,8.02,Yes,8.44
Clay,Barley,702.1,26.2,6.31,156.4,5.58,8.4,1.39,Yes,8.32
Silty,Rice,1314.6,20.5,5.44,251.0,,4.6,2.4,Yes,9.61
Silty,Rice,1120.3,26.5,6.19,68.8,3.82,8.7,3.93,No,8.44
Peaty,Maize,506.1,29.9,,151.0,4.6,5.9,19.06,Yes,9.83
Sandy,Barley,809.9,20.1,5.47,85.7,1.27,11.8,26.96,No,7.3
Silty,Wheat,1254.7,27.3,6.29,109.8,5.39,9.0,8.13,No,7.2
Peaty,Wheat,718.1,31.3,7.32,150.3,,6.4,,Yes,8.77
Sandy,Cotton,1286.7,18.3,6.59,124.5,7.93,11.2,1.07,No,5.58
Peaty,Rice,527.8,25.0,6.44,246.6,7.03,6.1,7.3,Yes,9.21
,Rice,856.7,25.7,7.64,227.3,3.48,12.0,1.57,Yes,9.26
Loamy,Barley,523.8,22.0,5.83,61.8,6.76,8.5,1.22,Yes,8.38
Peaty,Maize,1265.7,22.9,5.7,133.6,8.82,6.8,0.33,Yes,11.55
Loamy,Cotton,1137.2,31.0,6.96,67.6,4.56,8.0,,Yes,7.02
Peaty,Rice,1031.4,22.5,6.82,68.8,6.38,5.7,4.1,No,8.36
Silty,Soybean,480.8,28.6,7.26,,5.9,5.1,10.36,Yes,6.68
Clay,Soybean,436.3,32.3,6.32,228.6,2.68,6.3,11.05,No,6.69
Silty,Maize,1131.1,26.4,,181.9,5.67,5.6,2.63,No,11.22
Silty,Wheat,955.8,19.4,6.18,107.8,6.95,8.6,1.31,Yes,9.3
Peaty,Wheat,743.1,27.9,5.4,86.1,4.41,8.8,6.64,No,6.43
Sandy,Maize,1136.9,22.2,4.98,243.3,3.01,7.5,0.95,No,9.31
Peaty,Cotton,799.3,34.1,6.16,180.9,6.0,6.2,3.87,No,5.89
Loamy,Soybean,729.4,20.6,4.79,179.1,,7.6,0.9,,7.33
Peaty,Wheat,944.3,22.0,6.84,121.8,2.63,4.9,0.49,Yes,7.74
Loamy,Soybean,1085.6,27.3,5.41,274.0,7.34,9.2,6.98,No,6.76
Loamy,Maize,739.1,31.6,6.33,156.5,6.56,7.8,7.65,Yes,10.83
Peaty,Cotton,891.6,30.9,5.85,147.0,7.54,8.0,1.67,Yes,6.17
Peaty,Wheat,572.6,28.2,6.24,0.0,2.02,6.7,,Yes,6.94
Silty,Rice,1330.4,24.8,6.77,70.5,1.27,7.0,4.08,Yes,8.55
Sandy,,1162.1,26.2,,67.0,5.5,8.3,7.61,Yes,8.16
Silty,Soybean,578.3,30.2,6.64,158.9,4.24,9.3,9.21,No,7.13
Sandy,Soybean,934.9,21.2,6.69,85.5,0.0,8.0,7.46,Yes,8.5
Clay,Barley,789.6,30.6,7.87,129.7,5.53,8.9,2.1,Yes,7.9
Loamy,Soybean,801.0,,6.0,212.4,2.12,,5.93,Yes,8.29
Clay,Cotton,824.3,15.9,6.0,195.9,3.56,5.5,13.31,Yes,6.6
Peaty,Cotton,1060.6,25.4,6.07,76.8,7.14,7.0,2.72,Yes,6.58
Silty,Wheat,,23.9,6.47,145.8,4.51,8.9,3.03,No,8.0
Peaty,Maize,1065.6,26.7,5.67,92.2,0.82,8.3,3.28,Yes,11.08
Sandy,Cotton,1050.9,28.6,6.21,216.3,6.81,7.7,11.81,Yes,6.91
Peaty,Maize,607.6,15.5,6.29,157.0,2.43,5.0,6.56,Yes,10.09
Clay,Barley,1099.1,21.4,6.92,150.9,1.98,9.7,9.39,,8.57
Clay,Soybean,1329.3,18.5,6.11,133.5,5.11,9.1,2.68,No,6.43
,Cotton,856.1,24.0,6.68,220.8,5.93,8.1,1.55,Yes,8.42
Clay,Rice,1189.8,30.5,6.36,212.5,1.58,5.2,22.34,No,8.24
Loamy,Maize,628.6,31.1,6.26,154.9,8.71,7.5,2.63,Yes,11.0
Silty,Soybean,869.0,12.9,6.48,183.7,5.54,6.6,6.74,Yes,7.93
Loamy,Maize,1231.2,34.5,7.54,188.1,4.41,8.9,4.45,No,9.82
Sandy,Maize,973.5,20.7,6.11,189.9,3.48,4.3,2.08,No,9.39
Sandy,Rice,891.8,26.6,,92.2,8.14,8.9,5.01,No,8.6
Clay,Rice,1024.9,26.1,5.97,50.5,4.85,10.3,7.99,No,8.08
,Rice,1102.6,25.2,7.68,154.9,4.31,7.0,1.4,Yes,9.03
Silty,Rice,1431.8,18.6,6.56,161.9,7.69,8.2,1.96,No,8.88
Loamy,Cotton,906.5,30.1,6.45,53.6,7.27,8.0,1.88,No,6.81
Sandy,Soybean,1054.0,33.6,,140.2,3.69,8.3,2.93,No,5.58
Loamy,Maize,,13.4,6.24,216.0,5.54,11.2,1.55,Yes,11.77
Silty,Soybean,969.6,21.7,6.38,,3.53,6.2,5.58,No,7.3
Peaty,Soybean,1077.9,37.1,6.7,110.9,2.52,7.3,0.64,Yes,7.09
Clay,Soybean,1104.2,19.7,5.18,110.3,6.18,10.4,1.05,No,6.17
Loamy,Soybean,989.6,19.2,7.31,,6.18,9.8,11.73,Yes,8.99
Sandy,Maize,934.4,24.7,7.57,173.8,3.69,7.0,3.49,Yes,11.09
Peaty,Cotton,1107.6,24.7,7.88,153.8,9.55,5.8,2.15,No,5.6
Sandy,Rice,874.6,24.8,6.43,73.1,3.33,6.4,2.41,No,7.14
Peaty,Barley,1196.5,19.9,7.32,163.9,5.98,11.5,1.42,No,8.04
Clay,Cotton,1019.5,31.8,8.54,125.4,0.0,4.4,9.14,Yes,5.58
Sandy,Wheat,1040.1,15.6,5.25,152.5,9.29,,,No,6.75
Silty,Barley,766.2,17.2,7.46,214.7,8.48,7.8,3.65,Yes,8.81
Peaty,Maize,1213.4,25.4,6.76,139.6,4.65,8.5,2.34,Yes,12.05
Sandy,Barley,917.9,32.9,7.31,54.5,6.96,7.1,6.73,No,5.22
Sandy,Maize,1072.8,14.0,5.73,153.9,2.58,5.8,2.02,Yes,10.43
Silty,Cotton,921.7,25.0,6.11,67.5,6.82,6.0,4.68,Yes,7.27
Silty,Soybean,659.0,26.2,7.42,65.1,3.91,9.4,2.44,No,6.15
Loamy,Rice,1163.2,26.1,5.59,212.8,4.88,7.9,6.95,Yes,10.52
Silty,Rice,1033.5,23.3,5.63,35.3,6.72,6.8,,Yes,8.58
Sandy,Wheat,1230.3,26.1,6.21,121.2,1.32,10.4,3.4,No,7.59
Clay,Rice,1155.8,18.8,5.69,161.8,5.76,8.4,0.35,Yes,9.48
Sandy,Rice,983.6,28.3,6.47,120.4,7.32,7.6,1.31,Yes,9.64
Loamy,Cotton,727.3,12.0,6.47,172.6,5.7,6.2,1.05,Yes,7.39
Peaty,Barley,1321.6,28.6,6.07,121.5,5.97,5.9,7.61,Yes,8.26
Sandy,Rice,1020.1,16.7,7.21,138.2,2.05,6.4,1.5,No,7.93
Loamy,Rice,1074.7,19.2,5.87,174.7,0.82,8.6,2.71,No,9.53
Clay,Soybean,1228.7,29.7,4.71,119.7,0.0,5.9,1.59,Yes,6.32
Silty,Cotton,1177.7,33.2,6.52,220.9,4.66,7.4,1.09,Yes,7.43
