Rainfall_mm,Temperature_C,Soil_pH,Fertilizer_kg_per_ha,Pesticide_kg_per_ha,Sunlight_Hours_per_day,Farm_Size_ha,Crop_Yield_tonnes_per_ha,Soil_Type_Loamy,Soil_Type_Peaty,Soil_Type_Sandy,Soil_Type_Silty,Crop_Type_Cotton,Crop_Type_Maize,Crop_Type_Rice,Crop_Type_Soybean,Crop_Type_Wheat,Irrigation_Yes
1173.8,24.8,7.36,150.4,2.32,5.7,9.99,8.21,0,1,0,0,0,0,0,0,1,1
652.4,12.4,7.39,42.4,7.6,8.7,3.36,5.81,0,0,0,1,1,0,0,0,0,0
692.5,21.0,6.3,7.624000000000001,5.56,9.9,2.04,6.74,0,0,0,1,0,0,0,1,0,0
892.4,28.2,8.27,38.0,8.01,6.7,1.79,6.94,0,0,1,0,0,0,1,0,0,1
705.3,27.6,6.09,180.6,1.59,6.8,2.07,7.33,1,0,0,0,1,0,0,0,0,1
1381.6,32.9,7.36,283.2,6.21,7.7,6.44,6.67,0,0,1,0,0,0,0,0,1,0
597.9,28.5,5.44,111.8,10.857599999999984,8.8,1.8,6.72,0,0,1,0,0,0,0,0,1,0
1019.1000000000001,19.5,6.04,109.8,1.0,5.8,1.34,8.2,1,0,0,0,0,0,0,0,0,1
1141.4,23.1,6.67,107.2,6.58,7.7,1.85,7.74,0,1,0,0,0,0,0,1,0,1
1008.7,17.1,7.11,258.0,4.87,9.6,4.24,6.42,0,0,0,0,1,0,0,0,0,0
811.3,22.4,7.44,151.0,7.6,7.6,9.07,7.71,0,0,0,1,0,0,0,0,0,0
733.2,18.4,6.67,116.1,5.34,7.6,5.62,8.21,1,0,0,0,0,0,0,0,0,1
1070.7,20.7,7.52,54.4,8.57,4.8,6.31,8.29,0,0,1,0,0,1,0,0,0,0
872.7,34.4,5.14,67.0,5.37,7.24,5.87,5.83,0,1,0,0,1,0,0,0,0,1
1270.5,17.2,6.23,89.7,6.61,9.3,15.12,6.42,0,0,0,0,1,0,0,0,0,0
1184.9,20.1,6.51,144.9,6.92,7.6,1.74,7.29,1,0,0,0,0,0,0,1,0,0
928.8,14.5,6.08,156.0,7.28,6.9,3.44,11.578600000000005,1,0,0,0,0,1,0,0,0,1
890.7,17.3,8.42,177.1,2.51,6.5,1.17,5.2514,0,0,1,0,0,0,0,1,0,0
683.1,21.2,6.59,117.1,3.0,7.7,7.88,8.41,0,1,0,0,0,0,0,1,0,1
890.7,29.7,6.646000000000001,132.6,2.76,6.8,1.54,8.97,1,0,0,0,0,0,0,0,0,0
598.0,27.4,5.65,135.38000000000002,1.1,8.3,3.2,9.59,0,0,1,0,0,1,0,0,0,0
1298.4,19.7,6.05,168.86,5.12,6.8,11.02,8.42,0,0,0,0,0,0,0,0,1,1
922.4799999999999,25.2,6.07,182.3,2.21,10.8,18.24,8.36,0,0,0,1,0,0,0,1,0,1
589.3,32.2,6.68,82.8,4.23,6.720000000000001,1.04,10.52,1,0,0,0,0,1,0,0,0,0
1147.0,28.1,5.11,36.0,3.99,5.6,8.3,7.04,1,0,0,0,1,0,0,0,0,0
920.3,24.6,4.59,215.6,5.21,9.0,3.502,5.2514,0,0,0,0,1,0,0,0,0,0
675.8,17.2,6.53,184.3,6.26,8.1,3.34,9.07,0,0,0,0,0,0,1,0,0,1
923.7,23.8,5.4,182.7,6.66,7.6,7.82,8.06,0,0,1,0,0,0,0,0,0,0
712.8,15.0,7.03,246.4,3.96,5.3,7.79,5.93,0,0,0,0,1,0,0,0,0,0
766.3,27.2,6.56,173.7,5.62,6.8,4.67,9.42,1,0,0,0,0,0,0,0,0,0
1367.4,25.2,6.81,130.1,5.07,7.5,3.2,9.12,0,1,0,0,0,0,1,0,0,0
855.9,21.6,6.93,282.5,6.95,7.7,5.67,9.61,0,1,0,0,0,0,1,0,0,1
1054.9,29.3,7.35,60.9,8.13,7.5,7.7,7.78,0,0,1,0,0,0,1,0,0,0
890.1,15.6,7.42,119.1,7.28,9.2,0.89,7.43,0,0,0,0,0,0,0,0,1,0
1090.4,24.0,6.7459999999999996,237.8,0.36,8.7,3.36,10.53,0,0,0,0,0,1,0,0,0,0
991.7,25.48,7.07,77.4,0.63,7.2,4.14,8.45,0,1,0,0,0,0,0,0,1,1
1088.9,30.2,6.37,195.6,4.26,6.2,12.93,8.66,1,0,0,0,0,0,0,1,0,1
717.9,27.9,7.59,137.7,5.99,7.6,2.26,7.2,1,0,0,0,0,0,0,1,0,0
811.2,26.5,5.5,152.5,8.76,7.8,2.45,7.72,0,0,0,0,0,0,0,0,1,1
1488.4299999999998,25.3,6.8,71.9,4.61,4.6,5.44,6.95,1,0,0,0,0,0,0,1,0,0
1016.9,18.3,6.25,133.7,5.81,6.7,10.87,7.14,0,0,0,0,0,0,0,1,0,0
1118.7,30.4,7.17,231.2,3.49,7.9,2.37,9.88,1,0,0,0,0,0,1,0,0,0
400.9,25.9,5.18,266.7,2.6,7.5,9.5,9.68,0,0,0,1,0,1,0,0,0,0
1197.0,25.3,6.8,252.2,4.07,4.9,1.15,8.08,0,0,0,1,0,0,0,0,0,1
1081.5,18.8,6.53,286.7380000000001,5.3020000000000005,6.9,6.01,11.578600000000005,1,0,0,0,0,1,0,0,0,1
975.7,27.3,5.76,217.8,6.45,8.3,4.41,8.2,0,0,0,1,0,0,0,0,0,1
973.6,31.2,7.2,124.4,6.1,9.5,1.04,7.35,0,0,1,0,0,0,0,1,0,1
1006.8,22.8,6.79,130.0,5.15,6.2,15.14,6.69,0,0,1,0,0,0,0,1,0,0
997.9799999999999,31.3,6.58,185.4,0.43,6.0,1.78,7.01,0,0,0,1,0,0,0,1,0,0
1072.6,23.5,6.44,203.3,5.11,4.5,1.0,8.04,0,0,1,0,0,0,0,1,0,1
960.8,22.9,5.24,109.5,6.64,8.3,9.8,8.39,0,0,0,0,0,0,0,0,1,1
655.2,34.8,6.24,271.4,8.96,7.9,2.47,5.5,0,0,0,1,1,0,0,0,0,1
1260.7,21.7,6.21,203.2,4.688,5.3,3.92,8.0,0,0,1,0,0,0,0,0,0,1
1356.1,30.2,7.03,103.9,8.49,7.9,0.88,6.27,0,1,0,0,1,0,0,0,0,0
846.0,28.0,7.85,152.1,10.61,5.9,1.29,6.83,0,0,1,0,0,0,0,0,1,0
1064.0,26.9,6.01,205.7,4.16,7.6,3.82,9.04,0,0,0,0,0,0,1,0,0,0
633.7,24.1,7.35,173.6,4.13,7.9,1.85,8.15,0,0,1,0,0,0,0,1,0,1
951.9,28.6,5.81,166.7,2.93,6.9,3.04,6.41,0,0,1,0,1,0,0,0,0,0
1310.2,20.7,6.96,219.4,4.81,9.4,2.62,9.85,1,0,0,0,0,0,0,0,1,1
1346.5,19.5,7.27,160.4,5.59,4.1,7.02,7.73,0,0,0,0,0,0,0,0,1,1
512.2,21.7,6.23,181.6,1.61,10.0,7.46,7.63,0,0,0,1,1,0,0,0,0,1
1063.2,27.1,6.43,160.94,5.28,6.3,3.3839999999999995,7.2,0,1,0,0,0,0,0,0,0,0
544.9,29.3,5.88,189.8,2.32,5.8,3.46,7.87,0,0,0,0,0,0,0,0,1,1
1008.2,29.2,7.52,172.0,2.576,7.2,11.06,7.62,0,1,0,0,0,0,0,1,0,1
919.4,25.22,5.67,131.4,9.73,6.9,3.64,8.54,0,0,0,1,0,0,0,0,1,1
1251.0,23.28,6.53,174.7,6.34,4.9,7.2,5.76,0,0,1,0,1,0,0,0,0,0
1033.5,22.6,5.45,21.8,7.1,9.2,3.96,9.11,0,0,0,1,0,0,1,0,0,1
1089.0,27.8,6.91,82.7,4.58,8.2,10.22,11.578600000000005,1,0,0,0,0,1,0,0,0,1
638.6,28.5,7.74,187.3,5.15,9.1,2.03,7.02,0,0,0,0,0,0,0,1,0,1
985.9,19.3,5.52,176.2,8.03,6.1,3.51,9.56,0,0,1,0,0,1,0,0,0,0
1103.3,23.8,7.61,188.5,5.33,8.9,0.86,9.35,0,1,0,0,0,0,1,0,0,0
806.8,22.0,6.6,106.6,4.24,6.9,6.114000000000001,8.32,0,0,0,0,0,0,0,1,0,1
953.7,31.9,7.33,151.6,6.208,6.4,2.85,5.85,0,0,1,0,1,0,0,0,0,0
878.4,24.5,7.43,158.3,4.09,6.4,8.284,10.8,0,0,0,0,0,1,0,0,0,1
764.2,18.5,6.43,165.6,5.0,4.4,2.37,11.06,0,1,0,0,0,1,0,0,0,1
606.6,26.9,7.18,205.4,2.62,9.6,3.36,7.51,0,0,1,0,0,0,0,1,0,1
910.6200000000001,35.9,6.97,149.6,3.21,6.7,1.96,5.2514,0,0,1,0,0,0,0,0,0,0
817.6,14.1,6.85,54.0,9.84,11.0,2.1479999999999997,6.01,0,0,1,0,0,0,0,0,1,0
330.164,28.3,6.05,100.7,6.2,8.2,3.57,6.68,0,0,0,1,0,0,0,1,0,1
1023.6,24.4,6.74,99.7,6.82,6.6,11.01,6.06,0,0,1,0,1,0,0,0,0,0
841.5,16.8,5.73,91.0,0.54,7.1,2.87,7.09,1,0,0,0,1,0,0,0,0,1
652.6,19.4,7.52,110.0,2.35,7.5,3.17,7.63,0,0,0,0,0,0,0,0,0,0
580.2,17.0,6.0,177.4,6.49,5.9,10.5,9.26,0,0,0,0,0,0,1,0,0,1
480.2,22.2,8.08,200.4,3.63,6.8,1.78,6.59,0,0,1,0,0,0,0,0,1,0
1105.2,24.9,5.12,112.6,6.03,6.2,1.87,9.94,0,0,0,1,0,1,0,0,0,0
904.2,23.5,6.57,182.2,1.25,4.8,0.76,10.11,0,0,1,0,0,1,0,0,0,1
1079.4,25.7,6.77,129.9,4.18,6.8,5.35,8.61,0,1,0,0,0,0,0,1,0,1
1132.406,20.0,6.47,144.8,5.61,9.0,2.65,9.71,1,0,0,0,0,0,1,0,0,1
1256.4,18.5,6.34,209.2,0.0,10.3,1.96,7.35,0,1,0,0,1,0,0,0,0,1
669.4,24.0,7.17,48.4,8.94,8.4,7.37,6.15,0,0,0,1,1,0,0,0,0,0
1101.5,29.0,5.69,181.2,4.6160000000000005,8.7,6.65,10.89,0,0,0,1,0,1,0,0,0,1
708.7,23.3,4.59,234.5,2.79,6.4,5.14,8.73,0,0,0,1,0,0,1,0,0,1
1377.3,25.2,6.74,261.7,9.48,5.1,1.62,7.72,0,0,0,1,0,0,0,1,0,0
993.9,23.9,6.71,155.8,3.022,6.3,3.99,10.38,0,0,1,0,0,1,0,0,0,1
884.8,24.9,5.87,161.0,2.38,6.1,0.42,6.43,0,0,0,0,1,0,0,0,0,1
882.1,24.3,6.72,214.8,0.66,8.1,0.48,7.52,1,0,0,0,0,0,0,0,0,0
698.6,26.8,5.67,158.6,0.74,6.2,1.93,8.32,0,0,0,0,0,0,1,0,0,0
837.1,35.9,6.8,197.3,4.94,4.8,2.42,5.2514,0,0,1,0,1,0,0,0,0,0
1066.0,23.3,7.09,174.8,7.03,5.8,2.4,8.31,0,0,1,0,0,0,0,0,0,1
330.164,21.3,7.19,183.4,3.53,9.5,1.28,6.88,0,0,1,0,0,0,0,1,0,1
1271.2,22.0,7.24,176.0,6.48,5.5,12.94,7.91,0,0,0,0,0,0,0,1,0,1
891.9,23.6,5.96,202.8,4.76,6.3,3.87,6.91,0,0,0,1,1,0,0,0,0,1
997.6,21.9,6.52,73.8,6.43,7.2,7.58,9.13,0,0,1,0,0,0,1,0,0,0
1229.2,20.2,5.88,190.4,9.93,8.3,3.53,7.06,1,0,0,0,1,0,0,0,0,0
757.3,18.7,6.39,45.8,6.68,6.5,4.73,8.55,0,0,1,0,0,0,1,0,0,1
892.8,14.6,6.33,165.3,4.63,5.2,3.81,8.36,0,0,0,0,0,0,0,0,0,1
1113.2,31.3,6.9,112.3,0.48,8.9,5.51,6.34,0,0,1,0,0,0,0,1,0,0
1266.6,24.3,5.92,33.2,2.2,7.4,5.3759999999999994,5.96,0,0,1,0,1,0,0,0,0,0
1168.7,27.7,6.5,49.7,8.03,7.2,5.39,7.4,0,0,0,0,0,0,0,0,0,0
891.9,16.8,6.47,141.4,7.1,6.3,5.87,8.74,0,0,1,0,0,0,1,0,0,1
809.2,25.2,5.79,124.3,8.0,7.2,11.48,8.51,1,0,0,0,0,0,0,1,0,1
1172.1,23.4,5.9,220.4,6.95,8.2,2.97,9.22,0,0,0,0,0,0,0,0,1,1
1195.1,30.8,6.28,203.0,4.59,7.3,2.05,8.92,0,0,0,0,0,1,0,0,0,0
696.1,23.2,7.03,124.6,3.67,6.9,1.5,8.11,0,1,0,0,0,0,0,0,1,0
887.3,15.8,6.773999999999999,175.4,2.94,9.8,6.12,8.33,0,0,0,1,0,0,0,0,0,1
698.0,31.7,5.39,133.0,2.29,6.1,2.32,9.93,0,0,0,0,0,1,0,0,0,1
535.4,22.3,6.39,147.4,2.82,7.1,2.24,7.94,0,0,0,0,0,0,0,0,0,0
1061.5,33.1,6.837999999999999,190.6,5.01,7.7,2.572,7.62,0,0,0,0,0,0,0,0,0,1
724.5,26.8,4.97,135.5,6.54,9.6,5.72,8.67,0,0,0,0,0,0,1,0,0,0
901.3,14.5,7.55,147.6,6.49,4.4,7.33,8.05,0,0,0,0,0,0,0,0,1,1
912.1,23.5,6.85,161.2,5.99,8.1,3.58,8.23,0,1,0,0,0,0,0,0,1,1
1112.3,25.6,5.41,191.0,5.74,8.7,4.67,8.33,0,0,0,0,0,0,0,0,0,1
945.0,26.3,6.53,176.9,0.3,9.0,2.66,9.66,0,1,0,0,0,0,1,0,0,0
1398.2,33.9,5.8,55.9,8.09,10.3,5.46,6.2,0,0,0,1,0,0,0,1,0,0
691.1,23.5,6.81,286.7380000000001,6.37,10.8,8.24,7.09,0,0,0,1,0,0,0,1,0,0
882.5,19.3,6.64,205.4,5.11,7.9,3.87,8.22,0,0,1,0,0,0,0,0,1,1
1216.7,19.4,6.26,128.7,5.65,6.4,2.35,9.69,0,0,0,1,0,0,1,0,0,1
915.1,20.3,6.65,194.5,5.369999999999999,7.6,8.57,7.97,1,0,0,0,1,0,0,0,0,0
604.2,22.7,6.2,165.2,2.88,7.1,1.51,10.86,0,0,0,0,0,1,0,0,0,1
965.5200000000001,25.3,6.82,192.0,0.0,7.5,3.71,8.5,0,0,0,0,0,0,0,1,0,1
987.9,26.7,6.03,208.4,7.41,7.0,8.36,7.54,0,0,0,1,0,0,0,0,0,0
759.7,23.6,6.75,212.3,5.49,8.0,6.94,8.77,0,0,0,1,0,0,0,0,0,1
970.5,25.32,6.89,229.9,6.1,8.5,0.51,6.33,0,1,0,0,1,0,0,0,0,1
848.8,23.6,8.08,180.6,4.76,8.8,1.38,8.91,0,0,0,0,0,0,1,0,0,1
1001.8,28.0,6.89,194.5,4.37,8.5,2.56,8.21,0,0,0,1,0,0,0,0,1,1
960.2,20.7,5.07,36.0,6.4,6.9,1.53,6.94,0,0,1,0,0,0,0,1,0,1
946.4,18.8,6.6,147.6,3.06,8.3,0.92,8.85,1,0,0,0,0,0,0,1,0,0
687.8,24.5,7.093999999999999,172.8,6.73,7.0,2.81,5.85,0,0,1,0,0,0,0,0,0,0
1385.5,21.2,6.85,105.9,6.18,9.2,6.11,10.5,0,0,1,0,0,1,0,0,0,1
491.3,21.7,6.46,175.6,5.58,5.9,3.23,7.67,1,0,0,0,1,0,0,0,0,1
591.2,30.6,6.07,90.6,7.25,5.7,2.36,8.58,1,0,0,0,0,0,0,0,1,1
855.3,19.2,6.15,180.0,7.87,4.8,3.51,7.3,0,0,0,1,0,0,0,0,0,0
1015.0799999999999,29.6,6.8,134.42000000000002,6.13,6.3,1.71,7.83,1,0,0,0,1,0,0,0,0,1
1392.7,20.6,7.36,132.9,10.857599999999984,7.9,2.34,7.44,0,0,0,1,0,0,0,0,0,0
623.4,19.3,5.95,71.7,4.94,10.4,0.85,7.56,0,1,0,0,0,0,0,0,1,0
1028.3,29.0,6.69,114.8,2.84,10.3,4.58,7.41,0,0,0,0,0,0,0,0,0,0
958.8,25.0,6.09,188.9,3.28,4.9,13.5,6.43,0,0,0,1,1,0,0,0,0,0
1108.0,25.5,6.45,84.2,3.87,6.9,4.72,8.54,1,0,0,0,0,0,0,0,0,1
899.8,28.1,6.7,60.2,3.36,6.4,3.17,8.37,0,0,1,0,0,0,1,0,0,0
1015.4,31.0,6.86,169.9,5.18,8.8,2.59,8.35,1,0,0,0,0,0,0,0,1,0
961.2,25.9,4.71,256.8,10.6,8.8,8.56,5.2514,0,0,0,1,1,0,0,0,0,0
1010.5,30.5,5.76,85.6,3.51,6.1,28.908999999999867,10.72,0,0,0,1,0,1,0,0,0,1
796.1,28.4,7.13,99.7,9.21,7.1,25.42,11.23,1,0,0,0,0,1,0,0,0,1
1120.2,21.9,6.49,193.0,4.81,8.9,4.872000000000001,8.02,0,1,0,0,0,0,0,0,1,1
835.0,34.7,7.18,143.02,3.53,6.8,0.42,5.57,0,0,0,1,1,0,0,0,0,0
1256.4,22.9,6.16,144.0,2.24,9.5,3.17,9.23,0,0,0,0,0,0,0,1,0,1
1125.0,28.3,6.15,135.9,9.12,7.3,1.73,10.31,0,0,1,0,0,1,0,0,0,0
786.6,18.7,6.43,103.1,2.06,8.4,4.5,7.76,0,0,0,1,0,0,0,0,0,1
813.1,24.9,6.74,178.3,4.01,8.2,7.24,8.96,0,0,0,1,0,0,1,0,0,0
1166.9,21.3,6.06,89.3,4.91,6.4,12.74,8.2,1,0,0,0,0,0,0,0,0,0
1278.0,21.1,6.95,208.0,4.76,7.5,1.59,11.578600000000005,0,1,0,0,0,1,0,0,0,1
1438.6,27.9,6.47,197.8,2.03,5.9,3.07,9.5,1,0,0,0,0,0,1,0,0,1
1115.0,19.7,5.15,28.6,4.06,7.4,4.34,8.31,1,0,0,0,0,0,1,0,0,0
828.2,28.0,7.63,216.6,3.07,7.3,6.11,10.16,0,0,0,0,0,1,0,0,0,1
774.7,18.4,7.46,229.3,6.44,9.1,3.02,7.23,0,0,0,0,0,0,0,0,0,0
746.4,19.1,8.42,81.9,5.95,7.8,4.13,5.44,0,0,0,0,0,0,0,0,0,0
982.1,24.580000000000002,7.18,162.50760000000002,4.78,7.9,0.64,7.97,0,0,1,0,0,0,0,0,1,1
1015.5,18.7,6.5,204.3,4.25,7.0,15.86,9.29,0,0,0,0,0,1,0,0,0,0
1155.7,23.9,6.85,238.1,3.57,6.5,2.78,8.92,0,1,0,0,0,0,0,0,1,1
1354.0,26.3,4.81,207.8,2.96,8.1,7.26,11.04,0,0,0,1,0,1,0,0,0,1
994.2,28.5,7.61,178.8,1.91,7.3,4.72,8.89,0,0,0,0,0,0,1,0,0,1
894.4,30.3,7.8,160.8,3.4,8.0,0.7,9.36,0,1,0,0,0,1,0,0,0,0
1009.4,19.2,6.41,171.4,2.53,10.4,2.8,8.28,0,0,0,0,0,0,0,1,0,1
330.164,26.7,5.33,173.2,4.79,5.8,1.85,6.85,0,0,1,0,0,0,0,0,1,1
864.2,28.8,5.84,8.7,2.86,7.6,0.92,7.8,1,0,0,0,0,0,0,0,1,1
643.1,21.0,7.42,159.5,7.39,7.0,6.48,6.35,0,0,0,0,1,0,0,0,0,0
1193.7,20.7,7.2,91.7,1.8,8.2,6.11,7.61,0,1,0,0,0,0,0,1,0,0
1011.0,21.6,8.41,55.7,10.15,6.6,5.24,6.24,0,1,0,0,1,0,0,0,0,1
1064.3,27.1,6.7,134.6,5.7,5.3,4.12,9.8,0,0,0,1,0,0,1,0,0,1
1031.2,20.5,8.08,144.8,0.64,6.8,1.15,8.83,1,0,0,0,0,0,1,0,0,0
1107.2,28.6,5.76,140.4,7.4,6.4,3.5140000000000002,6.88,0,0,1,0,0,0,0,1,0,0
672.1,26.5,5.46,181.4,4.65,6.7,7.33,7.71,0,0,1,0,0,0,0,0,1,1
1067.7,14.6,6.66,135.4,8.27,10.5,9.08,10.88,0,0,1,0,0,1,0,0,0,1
936.9,21.6,8.08,60.5,2.29,7.38,9.84,7.17,0,0,0,1,0,0,0,0,1,0
750.3,30.7,7.51,117.4,5.18,7.9,1.2,9.77,0,0,0,1,0,0,1,0,0,1
1237.0,23.7,7.68,136.7,5.2,9.5,11.05,8.25,1,0,0,0,0,0,0,1,0,1
921.1199999999999,18.4,5.73,115.0,1.02,6.0,2.76,8.16,1,0,0,0,0,0,0,0,0,1
858.0,25.1,6.33,236.6,4.42,6.4,4.1,10.55,1,0,0,0,0,0,1,0,0,1
787.8,34.3,5.94,168.6,6.79,6.5,17.38,9.72,0,1,0,0,0,1,0,0,0,0
811.2,22.4,6.78,52.6,5.91,6.2,2.0,7.63,0,0,0,0,0,0,0,1,0,1
906.3,18.5,6.05,110.9,6.0,7.7,5.12,9.55,0,0,0,0,0,0,0,0,1,1
1105.7,26.2,6.96,165.3,8.23,7.3,2.6,7.76,0,0,1,0,0,0,0,0,0,1
1153.8,30.0,6.28,178.58,3.48,8.5,1.12,11.14,1,0,0,0,0,1,0,0,0,0
683.0,20.9,8.42,167.8,3.99,7.6,4.296,5.68,0,1,0,0,1,0,0,0,0,0
578.4,17.5,7.21,72.4,1.85,8.1,2.19,6.03,0,0,0,1,0,0,0,1,0,0
960.9,15.2,6.96,196.9,6.07,6.2,3.9,9.45,1,0,0,0,0,0,1,0,0,0
1196.7,25.6,7.66,134.8,3.45,8.2,1.52,11.578600000000005,0,0,0,1,0,1,0,0,0,1
848.0,25.5,5.98,67.4,6.82,8.3,5.99,6.5,0,0,1,0,0,0,0,1,0,0
1013.2,23.4,6.41,115.0,6.39,5.8,7.66,8.48,1,0,0,0,0,0,0,0,1,1
873.0,24.5,6.35,132.7,4.16,8.0,2.42,7.52,0,0,0,1,1,0,0,0,0,1
744.8,22.7,6.41,131.9,2.17,10.9,6.85,8.65,0,0,0,0,0,0,0,0,0,1
783.3,19.42,7.04,256.3,6.94,10.6,3.43,10.38,0,0,0,0,0,1,0,0,0,0
732.5,24.139999999999997,6.17,166.9,7.72,8.2,3.07,7.96,0,1,0,0,0,0,0,0,1,1
1164.1,23.4,6.08,257.6,0.26,4.9,3.58,11.1,0,0,1,0,0,1,0,0,0,1
813.5,32.2,6.93,174.8,3.85,5.4,3.08,7.58,0,0,0,1,0,0,0,1,0,1
697.7,19.2,6.43,136.9,7.02,6.9,1.52,7.35,0,0,0,1,0,0,0,1,0,1
1100.7,30.8,6.67,170.42000000000002,7.71,5.3,2.8,9.35,0,0,1,0,0,1,0,0,0,1
1103.0,21.6,5.51,214.5,3.31,8.9,4.96,10.87,1,0,0,0,0,1,0,0,0,0
1488.4299999999998,31.1,5.94,132.1,2.98,9.5,4.6,7.71,1,0,0,0,0,0,0,0,1,0
1246.8,26.9,6.39,240.6,5.65,8.3,2.22,9.1,0,0,1,0,0,0,1,0,0,0
791.6,13.8,6.59,271.1,7.05,8.2,0.9,6.35,1,0,0,0,1,0,0,0,0,0
755.4,24.1,7.13,224.5,4.66,9.7,8.82,10.56,0,0,0,0,0,1,0,0,0,0
700.9,17.4,7.1,147.5,6.28,7.3,1.6,8.81,0,0,0,0,0,0,1,0,0,1
907.5,21.5,7.02,252.7,7.74,9.4,7.78,7.41,1,0,0,0,0,0,0,1,0,1
966.9,21.8,6.6,134.1,6.17,9.7,7.76,7.49,0,1,0,0,1,0,0,0,0,0
888.1,22.5,7.54,148.0,3.85,5.1,1.9,8.54,0,0,0,0,0,0,0,0,1,1
1078.8,22.3,7.11,252.8,9.81,9.7,3.88,8.5,0,0,0,1,0,0,0,1,0,1
648.5,15.0,5.28,181.1,6.55,7.7,4.94,9.89,0,0,0,1,0,1,0,0,0,1
1009.7,20.6,7.11,107.3,2.78,5.7,3.618,6.31,0,0,1,0,1,0,0,0,0,0
664.4,20.8,5.9,231.6,5.0,9.3,1.34,7.43,0,0,1,0,0,0,0,0,1,0
977.3,32.6,5.02,149.2,3.37,8.5,3.75,8.4,0,0,0,0,0,0,1,0,0,1
893.4,22.8,5.27,198.7,3.25,6.2,0.45,5.5,0,0,1,0,1,0,0,0,0,0
896.3,21.0,5.88,159.6,3.76,5.1,1.1,10.9,1,0,0,0,0,1,0,0,0,0
730.0,27.7,8.42,183.2,5.33,8.4,3.05,6.23,1,0,0,0,1,0,0,0,0,0
1131.2,28.8,7.71,196.7,5.18,6.9,3.6779999999999995,7.2,0,0,0,0,0,0,0,1,0,0
1165.0,26.9,5.7,169.4,4.08,6.9,0.97,7.63,0,0,0,1,0,0,0,0,0,1
724.4,17.3,6.79,229.8,9.14,5.8,28.908999999999867,10.79,0,1,0,0,0,1,0,0,0,1
779.8,23.6,7.02,204.2,3.93,5.9,5.7,9.02,1,0,0,0,0,0,0,0,0,1
647.9,28.0,6.39,90.8,7.81,7.5,2.22,6.85,0,0,1,0,0,0,0,1,0,1
931.6,26.3,6.94,51.7,5.51,8.9,1.52,10.23,0,0,0,0,0,1,0,0,0,1
999.7,24.7,5.39,82.5,6.57,9.0,2.47,7.94,1,0,0,0,0,0,0,0,0,0
864.4,22.4,6.06,157.8,4.93,6.2,2.92,9.24,1,0,0,0,0,0,1,0,0,1
767.8,20.3,4.81,243.0,3.69,7.7,3.45,8.08,1,0,0,0,0,0,0,0,0,1
509.5,20.7,5.96,128.2,5.1,5.1,5.19,7.46,0,1,0,0,0,0,0,0,1,0
771.7,21.6,6.32,120.4,5.55,7.6,16.85,8.82,0,0,0,1,0,0,0,0,1,1
659.5,21.1,6.1,109.3,1.7,7.6,5.69,10.03,0,0,0,0,0,1,0,0,0,0
1422.6,24.6,5.33,170.8,5.01,8.4,2.14,6.19,0,0,0,1,0,0,0,1,0,0
1243.7,23.7,5.76,172.6,2.9360000000000004,9.6,6.75,8.58,0,0,0,0,0,0,1,0,0,0
1488.4299999999998,21.2,7.08,113.7,4.53,8.7,4.15,7.27,0,0,0,0,0,0,0,0,1,1
1021.4,28.4,7.02,128.9,4.75,6.5,8.77,8.63,1,0,0,0,0,0,0,1,0,1
1020.7,17.2,6.06,137.5,5.18,9.8,13.25,9.73,0,1,0,0,0,0,1,0,0,1
1178.8,19.5,6.09,224.6,7.7,6.5,2.66,8.39,0,0,0,1,0,0,1,0,0,0
960.3,23.9,6.64,85.8,2.76,7.7,0.97,6.66,0,0,1,0,1,0,0,0,0,0
636.7,19.7,5.65,215.6,5.08,9.6,5.56,7.88,0,0,1,0,0,0,0,0,0,1
362.4,24.4,6.11,65.9,2.95,7.0,9.15,9.21,1,0,0,0,0,0,1,0,0,0
931.7,23.3,7.92,133.6,2.89,8.9,2.6,10.36,0,0,0,1,0,1,0,0,0,1
792.1,27.6,6.73,213.2,3.12,8.8,2.27,7.75,0,0,1,0,0,0,0,0,1,1
653.5,34.7,6.85,278.0,5.68,9.5,2.57,5.2514,0,0,1,0,1,0,0,0,0,0
813.7,25.9,5.34,120.2,0.9,10.8,5.62,7.25,0,0,1,0,0,0,0,0,0,0
775.1,29.8,6.55,116.1,4.16,8.9,1.56,10.19,1,0,0,0,0,0,1,0,0,1
917.8,15.2,6.63,239.5,4.82,8.4,3.57,7.1,0,0,0,0,0,0,0,0,0,0
1063.9,19.9,6.4,139.78,8.71,7.6,1.45,7.8,0,1,0,0,0,0,0,0,0,0
1136.4,26.3,7.54,157.68,0.0,7.1,9.5,11.04,0,0,0,0,0,1,0,0,0,1
1347.5,27.6,6.19,25.6,6.8,6.5,3.46,7.42,0,0,0,0,0,0,1,0,0,1
798.1,16.6,5.58,201.3,9.41,6.9,1.9,10.84,0,1,0,0,0,1,0,0,0,1
703.9,20.4,6.85,204.2,4.22,7.5,8.744,9.93,0,0,1,0,0,1,0,0,0,0
568.2,24.5,5.52,116.5,0.96,8.6,0.63,8.44,1,0,0,0,0,0,0,0,0,1
1189.7,20.1,5.37,130.9,4.97,8.9,4.23,7.55,0,1,0,0,1,0,0,0,0,1
575.2,24.9,7.47,199.7,10.22,4.9,0.94,9.05,0,0,0,0,0,1,0,0,0,0
